25	9	13	10
15	0	22	20
29	5	17	6
15	0	22	20
24	5	17	11
21	0	22	14
30	6	16	5
9	0	22	26
5	0	22	30
23	0	22	12
8	2	20	27
11	17	5	24
18	0	22	17
28	13	9	7
13	0	22	22
17	13	9	18
24	13	9	11
14	10	12	21
17	0	22	18
31	2	20	4
19	0	22	16
15	0	22	20
10	17	5	25
19	2	20	16
17	17	5	18
23	21	1	12
14	15	7	21
12	9	13	23
33	19	3	2
14	0	22	21
23	10	12	12
23	0	22	12
13	8	14	22
21	18	4	14
31	18	4	4
12	7	15	23
33	1	21	2
30	10	12	5
19	1	21	16
12	10	12	23
34	15	7	1
27	2	20	8
24	4	18	11
33	21	1	2
9	15	7	26
28	16	6	7
28	7	15	7
10	14	8	25
12	0	22	23
15	20	2	20
19	8	14	16
34	19	3	1
19	0	22	16
17	0	22	18
10	16	6	25
30	9	13	5
11	6	16	24
26	11	11	9
18	0	22	17
27	14	8	8
24	3	19	11
20	19	3	15
13	8	14	22
16	0	22	19
33	7	15	2
26	0	22	9
31	14	8	4
15	0	22	20
14	0	22	21
12	9	13	23
25	12	10	10
19	20	2	16
22	0	22	13
18	15	7	17
29	20	2	6
12	0	22	23
14	10	12	21
27	1	21	8
25	6	16	10
24	3	19	11
30	20	2	5
11	9	13	24
14	13	9	21
18	3	19	17
11	14	8	24
29	6	16	6
10	10	12	25
22	0	22	13
34	6	16	1
17	3	19	18
11	0	22	24
29	4	18	6
8	18	4	27
16	8	14	19
21	7	15	14
19	21	1	16
30	9	13	5
8	16	6	27
33	1	21	2
26	9	13	9
23	4	18	12
28	0	22	7
26	16	6	9
25	15	7	10
24	19	3	11
22	10	12	13
27	16	6	8
31	20	2	4
34	1	21	1
16	13	9	19
13	0	22	22
21	17	5	14
27	16	6	8
14	18	4	21
31	1	21	4
28	3	19	7
11	7	15	24
7	0	22	28
18	8	14	17
32	3	19	3
31	18	4	4
9	19	3	26
18	17	5	17
26	7	15	9
25	11	11	10
9	7	15	26
14	13	9	21
29	0	22	6
12	12	10	23
13	20	2	22
8	0	22	27
8	11	11	27
7	0	22	28
27	6	16	8
29	0	22	6
19	0	22	16
24	7	15	11
11	3	19	24
19	20	2	16
31	3	19	4
23	0	22	12
24	0	22	11
31	15	7	4
14	2	20	21
13	0	22	22
29	7	15	6
24	5	17	11
34	16	6	1
8	14	8	27
27	19	3	8
30	11	11	5
29	0	22	6
12	0	22	23
11	4	18	24
24	0	22	11
11	12	10	24
28	6	16	7
27	15	7	8
11	12	10	24
18	19	3	17
25	2	20	10
25	16	6	10
9	17	5	26
28	0	22	7
33	9	13	2
26	8	14	9
17	10	12	18
21	9	13	14
24	9	13	11
16	12	10	19
33	16	6	2
19	12	10	16
22	0	22	13
34	21	1	1
24	15	7	11
13	0	22	22
34	7	15	1
22	19	3	13
25	4	18	10
18	17	5	17
31	7	15	4
22	19	3	13
26	0	22	9
9	8	14	26
18	11	11	17
17	8	14	18
21	14	8	14
12	19	3	23
20	1	21	15
15	19	3	20
22	5	17	13
34	3	19	1
27	4	18	8
8	12	10	27
10	0	22	25
24	19	3	11
33	0	22	2
21	8	14	14
10	10	12	25
32	21	1	3
29	16	6	6
29	10	12	6
10	17	5	25
22	10	12	13
19	13	9	16
12	0	22	23
19	20	2	16
13	4	18	22
28	16	6	7
22	3	19	13
26	2	20	9
9	16	6	26
7	0	22	28
12	0	22	23
26	6	16	9
27	5	17	8
28	20	2	7
25	1	21	10
27	12	10	8
16	8	14	19
30	16	6	5
11	10	12	24
31	15	7	4
29	0	22	6
19	0	22	16
9	2	20	26
30	15	7	5
15	14	8	20
13	12	10	22
22	17	5	13
27	13	9	8
22	6	16	13
30	16	6	5
34	12	10	1
25	2	20	10
21	0	22	14
26	16	6	9
18	17	5	17
24	5	17	11
29	0	22	6
21	0	22	14
15	7	15	20
17	0	22	18
12	2	20	23
31	0	22	4
25	17	5	10
9	0	22	26
34	19	3	1
15	4	18	20
11	5	17	24
22	0	22	13
26	20	2	9
8	21	1	27
34	5	17	1
25	0	22	10
28	13	9	7
10	0	22	25
14	15	7	21
19	0	22	16
25	5	17	10
22	7	15	13
16	10	12	19
16	5	17	19
31	16	6	4
25	0	22	10
7	0	22	28
18	0	22	17
11	0	22	24
30	3	19	5
31	18	4	4
12	14	8	23
28	13	9	7
27	7	15	8
9	14	8	26
34	2	20	1
29	19	3	6
33	4	18	2
23	16	6	12
22	0	22	13
15	0	22	20
31	8	14	4
14	6	16	21
32	13	9	3
31	5	17	4
12	6	16	23
12	7	15	23
24	8	14	11
22	1	21	13
31	4	18	4
13	6	16	22
29	14	8	6
32	1	21	3
32	20	2	3
22	0	22	13
29	19	3	6
16	0	22	19
20	1	21	15
12	13	9	23
27	14	8	8
12	10	12	23
27	15	7	8
7	0	22	28
14	6	16	21
12	5	17	23
11	13	9	24
12	9	13	23
14	7	15	21
29	0	22	6
31	6	16	4
14	2	20	21
31	10	12	4
20	10	12	15
28	8	14	7
9	15	7	26
10	20	2	25
16	0	22	19
26	8	14	9
31	0	22	4
19	0	22	16
28	17	5	7
29	11	11	6
10	2	20	25
12	1	21	23
17	12	10	18
13	11	11	22
30	20	2	5
13	0	22	22
13	0	22	22
31	7	15	4
18	20	2	17
28	20	2	7
31	0	22	4
18	19	3	17
29	18	4	6
23	0	22	12
30	0	22	5
14	0	22	21
33	17	5	2
25	7	15	10
30	19	3	5
15	0	22	20
12	0	22	23
33	7	15	2
6	0	22	29
14	4	18	21
34	15	7	1
28	10	12	7
28	1	21	7
11	4	18	24
15	20	2	20
33	13	9	2
10	7	15	25
30	14	8	5
15	9	13	20
18	3	19	17
9	0	22	26
31	15	7	4
10	8	14	25
18	0	22	17
28	14	8	7
24	20	2	11
11	19	3	24
19	5	17	16
29	17	5	6
22	11	11	13
13	5	17	22
28	0	22	7
28	18	4	7
11	3	19	24
25	17	5	10
20	1	21	15
30	13	9	5
14	16	6	21
8	0	22	27
13	11	11	22
30	10	12	5
29	10	12	6
27	19	3	8
28	0	22	7
11	17	5	24
24	6	16	11
14	0	22	21
9	0	22	26
27	14	8	8
20	0	22	15
25	15	7	10
16	8	14	19
32	19	3	3
14	8	14	21
29	11	11	6
32	8	14	3
23	3	19	12
15	2	20	20
33	4	18	2
9	18	4	26
8	6	16	27
11	8	14	24
11	0	22	24
32	0	22	3
33	13	9	2
19	15	7	16
10	5	17	25
10	0	22	25
11	0	22	24
22	19	3	13
18	17	5	17
15	13	9	20
20	3	19	15
33	10	12	2
12	0	22	23
30	20	2	5
21	7	15	14
8	12	10	27
9	3	19	26
32	2	20	3
6	0	22	29
26	0	22	9
11	19	3	24
20	7	15	15
20	3	19	15
10	21	1	25
10	11	11	25
9	21	1	26
21	15	7	14
12	16	6	23
10	16	6	25
29	0	22	6
23	18	4	12
11	0	22	24
9	4	18	26
21	0	22	14
17	0	22	18
22	20	2	13
20	15	7	15
24	3	19	11
18	0	22	17
22	4	18	13
17	13	9	18
28	10	12	7
23	0	22	12
30	19	3	5
30	17	5	5
24	2	20	11
22	0	22	13
18	0	22	17
9	13	9	26
22	16	6	13
11	14	8	24
19	11	11	16
9	11	11	26
33	8	14	2
33	9	13	2
8	20	2	27
13	6	16	22
13	3	19	22
27	1	21	8
32	13	9	3
11	19	3	24
18	9	13	17
25	6	16	10
25	1	21	10
17	17	5	18
9	17	5	26
11	0	22	24
8	0	22	27
33	12	10	2
34	16	6	1
13	0	22	22
28	0	22	7
17	3	19	18
20	12	10	15
24	0	22	11
18	0	22	17
17	1	21	18
27	0	22	8
17	0	22	18
8	18	4	27
16	10	12	19
19	0	22	16
15	0	22	20
29	10	12	6
26	17	5	9
16	10	12	19
11	6	16	24
15	9	13	20
29	19	3	6
33	6	16	2
25	15	7	10
31	12	10	4
12	0	22	23
7	0	22	28
23	16	6	12
18	1	21	17
31	10	12	4
31	6	16	4
28	16	6	7
29	19	3	6
24	8	14	11
26	12	10	9
24	15	7	11
26	4	18	9
9	6	16	26
12	13	9	23
10	9	13	25
23	0	22	12
11	0	22	24
16	0	22	19
17	18	4	18
6	0	22	29
31	11	11	4
20	0	22	15
13	16	6	22
12	0	22	23
12	1	21	23
27	0	22	8
32	0	22	3
15	14	8	20
13	1	21	22
22	10	12	13
24	4	18	11
33	15	7	2
11	0	22	24
11	2	20	24
16	3	19	19
19	0	22	16
21	14	8	14
12	0	22	23
6	0	22	29
12	12	10	23
15	4	18	20
13	0	22	22
10	0	22	25
19	8	14	16
22	6	16	13
22	15	7	13
18	0	22	17
27	7	15	8
20	18	4	15
21	4	18	14
22	7	15	13
18	4	18	17
27	15	7	8
33	2	20	2
25	0	22	10
31	7	15	4
11	3	19	24
9	4	18	26
20	16	6	15
18	7	15	17
31	14	8	4
30	1	21	5
16	15	7	19
30	10	12	5
28	12	10	7
30	0	22	5
29	13	9	6
27	15	7	8
27	0	22	8
32	17	5	3
25	10	12	10
15	19	3	20
31	0	22	4
7	0	22	28
20	3	19	15
23	0	22	12
15	19	3	20
27	21	1	8
22	0	22	13
29	0	22	6
32	20	2	3
10	18	4	25
26	2	20	9
22	0	22	13
29	5	17	6
7	0	22	28
28	14	8	7
34	21	1	1
28	17	5	7
29	19	3	6
17	3	19	18
27	21	1	8
32	0	22	3
11	18	4	24
12	3	19	23
33	4	18	2
21	0	22	14
15	3	19	20
14	0	22	21
20	0	22	15
7	0	22	28
23	0	22	12
11	18	4	24
23	0	22	12
31	19	3	4
13	0	22	22
19	6	16	16
22	16	6	13
10	8	14	25
25	18	4	10
11	0	22	24
8	19	3	27
8	5	17	27
18	0	22	17
17	9	13	18
15	0	22	20
27	11	11	8
20	5	17	15
30	1	21	5
17	21	1	18
31	13	9	4
32	19	3	3
29	0	22	6
32	18	4	3
32	4	18	3
9	15	7	26
19	3	19	16
18	0	22	17
15	10	12	20
29	5	17	6
8	3	19	27
23	18	4	12
28	7	15	7
26	9	13	9
24	16	6	11
14	12	10	21
5	0	22	30
14	11	11	21
8	14	8	27
16	0	22	19
20	6	16	15
24	16	6	11
15	21	1	20
14	0	22	21
33	9	13	2
27	6	16	8
32	7	15	3
25	15	7	10
10	3	19	25
10	0	22	25
25	6	16	10
32	7	15	3
31	18	4	4
10	3	19	25
23	3	19	12
19	0	22	16
16	0	22	19
14	10	12	21
6	0	22	29
28	5	17	7
22	0	22	13
27	17	5	8
23	18	4	12
31	0	22	4
29	9	13	6
16	1	21	19
31	16	6	4
34	0	22	1
10	10	12	25
32	1	21	3
31	2	20	4
26	0	22	9
23	17	5	12
20	3	19	15
31	2	20	4
29	11	11	6
30	3	19	5
27	0	22	8
11	2	20	24
24	9	13	11
19	11	11	16
13	3	19	22
19	6	16	16
22	10	12	13
31	17	5	4
18	1	21	17
29	13	9	6
13	20	2	22
9	0	22	26
28	19	3	7
13	4	18	22
34	2	20	1
13	1	21	22
30	3	19	5
24	8	14	11
26	0	22	9
30	21	1	5
15	10	12	20
17	6	16	18
10	15	7	25
15	15	7	20
11	14	8	24
26	0	22	9
24	0	22	11
16	12	10	19
13	0	22	22
16	14	8	19
19	4	18	16
23	10	12	12
17	6	16	18
13	5	17	22
29	11	11	6
20	0	22	15
19	12	10	16
20	2	20	15
21	9	13	14
7	0	22	28
5	0	22	30
10	6	16	25
17	0	22	18
18	11	11	17
34	15	7	1
7	0	22	28
9	0	22	26
20	9	13	15
19	2	20	16
17	10	12	18
12	8	14	23
28	12	10	7
22	3	19	13
30	10	12	5
26	18	4	9
8	10	12	27
26	1	21	9
30	5	17	5
33	21	1	2
34	7	15	1
32	0	22	3
15	18	4	20
24	20	2	11
14	21	1	21
13	15	7	22
26	8	14	9
8	15	7	27
32	0	22	3
17	21	1	18
30	6	16	5
31	18	4	4
26	19	3	9
15	17	5	20
26	3	19	9
31	8	14	4
17	9	13	18
16	0	22	19
16	0	22	19
25	7	15	10
30	13	9	5
27	0	22	8
20	19	3	15
18	0	22	17
14	11	11	21
22	14	8	13
32	9	13	3
19	20	2	16
7	0	22	28
17	8	14	18
12	5	17	23
27	0	22	8
20	18	4	15
20	3	19	15
12	0	22	23
31	8	14	4
22	4	18	13
30	0	22	5
15	3	19	20
16	0	22	19
28	0	22	7
29	12	10	6
13	0	22	22
34	20	2	1
32	12	10	3
20	12	10	15
10	0	22	25
8	12	10	27
26	14	8	9
31	6	16	4
25	0	22	10
27	0	22	8
14	4	18	21
25	4	18	10
30	0	22	5
28	0	22	7
13	9	13	22
29	13	9	6
27	16	6	8
12	4	18	23
30	1	21	5
33	21	1	2
15	19	3	20
31	1	21	4
18	4	18	17
27	16	6	8
13	2	20	22
24	6	16	11
18	0	22	17
8	6	16	27
27	21	1	8
14	0	22	21
7	0	22	28
28	0	22	7
17	0	22	18
30	0	22	5
17	0	22	18
28	9	13	7
15	16	6	20
14	7	15	21
10	19	3	25
28	0	22	7
8	20	2	27
22	0	22	13
8	4	18	27
32	19	3	3
18	0	22	17
25	21	1	10
14	9	13	21
21	0	22	14
32	11	11	3
30	21	1	5
15	6	16	20
26	14	8	9
30	14	8	5
12	2	20	23
14	17	5	21
34	17	5	1
22	13	9	13
25	13	9	10
12	0	22	23
31	2	20	4
11	5	17	24
32	16	6	3
11	10	12	24
24	4	18	11
10	5	17	25
24	18	4	11
8	15	7	27
28	9	13	7
28	20	2	7
7	0	22	28
26	0	22	9
15	13	9	20
12	12	10	23
31	4	18	4
26	0	22	9
5	0	22	30
12	8	14	23
25	8	14	10
17	21	1	18
22	0	22	13
24	0	22	11
24	3	19	11
28	0	22	7
23	6	16	12
18	21	1	17
11	10	12	24
14	11	11	21
13	1	21	22
18	3	19	17
30	10	12	5
21	6	16	14
21	6	16	14
30	4	18	5
18	10	12	17
22	16	6	13
31	21	1	4
33	6	16	2
25	17	5	10
28	16	6	7
27	6	16	8
17	10	12	18
15	0	22	20
25	1	21	10
10	8	14	25
27	13	9	8
25	2	20	10
19	10	12	16
17	12	10	18
8	6	16	27
34	20	2	1
32	13	9	3
31	20	2	4
16	8	14	19
21	1	21	14
19	18	4	16
28	3	19	7
15	10	12	20
30	2	20	5
10	6	16	25
22	21	1	13
28	8	14	7
27	4	18	8
10	19	3	25
22	12	10	13
13	16	6	22
18	2	20	17
23	5	17	12
16	13	9	19
17	8	14	18
31	11	11	4
20	21	1	15
9	20	2	26
22	6	16	13
14	0	22	21
31	14	8	4
25	6	16	10
33	9	13	2
11	8	14	24
16	0	22	19
28	13	9	7
28	11	11	7
14	2	20	21
27	0	22	8
20	14	8	15
28	15	7	7
17	0	22	18
16	7	15	19
19	18	4	16
31	16	6	4
26	19	3	9
16	4	18	19
20	0	22	15
18	3	19	17
23	0	22	12
15	9	13	20
21	6	16	14
29	1	21	6
23	15	7	12
18	2	20	17
16	20	2	19
34	0	22	1
19	0	22	16
22	8	14	13
12	15	7	23
33	10	12	2
32	2	20	3
27	12	10	8
29	0	22	6
25	0	22	10
30	1	21	5
13	0	22	22
12	14	8	23
20	10	12	15
25	14	8	10
33	4	18	2
23	16	6	12
6	0	22	29
30	5	17	5
16	0	22	19
11	10	12	24
8	16	6	27
32	15	7	3
28	20	2	7
27	13	9	8
20	10	12	15
30	16	6	5
31	6	16	4
9	20	2	26
8	0	22	27
22	1	21	13
28	0	22	7
13	21	1	22
20	14	8	15
31	13	9	4
14	0	22	21
12	6	16	23
33	12	10	2
5	0	22	30
20	12	10	15
31	4	18	4
27	6	16	8
23	14	8	12
23	9	13	12
31	15	7	4
18	11	11	17
31	17	5	4
18	16	6	17
9	18	4	26
14	13	9	21
19	3	19	16
30	18	4	5
17	11	11	18
19	5	17	16
32	19	3	3
29	1	21	6
31	6	16	4
27	0	22	8
12	18	4	23
31	0	22	4
21	13	9	14
26	9	13	9
18	0	22	17
24	0	22	11
30	14	8	5
9	6	16	26
26	13	9	9
12	11	11	23
22	20	2	13
25	8	14	10
33	20	2	2
24	19	3	11
19	15	7	16
26	11	11	9
29	1	21	6
10	11	11	25
25	20	2	10
20	19	3	15
29	18	4	6
24	1	21	11
32	15	7	3
9	0	22	26
11	0	22	24
27	8	14	8
9	7	15	26
9	3	19	26
12	0	22	23
20	20	2	15
33	0	22	2
32	21	1	3
13	1	21	22
18	13	9	17
10	0	22	25
19	13	9	16
17	6	16	18
27	0	22	8
22	16	6	13
11	0	22	24
28	14	8	7
18	0	22	17
33	0	22	2
14	21	1	21
16	0	22	19
19	3	19	16
23	15	7	12
32	0	22	3
21	15	7	14
28	9	13	7
18	0	22	17
31	10	12	4
20	9	13	15
28	2	20	7
12	9	13	23
33	9	13	2
26	1	21	9
24	15	7	11
9	21	1	26
31	14	8	4
18	6	16	17
13	1	21	22
12	9	13	23
17	18	4	18
25	0	22	10
10	16	6	25
30	6	16	5
16	6	16	19
9	6	16	26
27	4	18	8
34	2	20	1
12	2	20	23
31	8	14	4
22	5	17	13
17	5	17	18
8	10	12	27
16	7	15	19
22	0	22	13
9	6	16	26
26	0	22	9
12	20	2	23
34	19	3	1
31	12	10	4
12	0	22	23
12	15	7	23
17	0	22	18
25	13	9	10
32	14	8	3
20	0	22	15
9	16	6	26
21	9	13	14
28	0	22	7
22	21	1	13
7	0	22	28
10	0	22	25
11	0	22	24
14	15	7	21
27	0	22	8
11	19	3	24
18	7	15	17
24	8	14	11
33	12	10	2
9	14	8	26
27	18	4	8
21	15	7	14
16	2	20	19
30	5	17	5
20	15	7	15
13	0	22	22
14	14	8	21
28	1	21	7
25	10	12	10
12	0	22	23
27	5	17	8
31	6	16	4
16	1	21	19
21	9	13	14
25	0	22	10
20	3	19	15
21	6	16	14
20	15	7	15
31	12	10	4
28	3	19	7
20	16	6	15
24	0	22	11
21	7	15	14
30	0	22	5
23	7	15	12
24	5	17	11
28	4	18	7
12	0	22	23
21	0	22	14
20	6	16	15
17	0	22	18
18	13	9	17
20	0	22	15
11	17	5	24
19	11	11	16
18	10	12	17
22	0	22	13
34	17	5	1
15	21	1	20
21	0	22	14
27	0	22	8
7	0	22	28
8	0	22	27
12	0	22	23
22	13	9	13
16	20	2	19
34	0	22	1
22	4	18	13
23	15	7	12
18	17	5	17
12	19	3	23
25	0	22	10
9	3	19	26
22	20	2	13
20	5	17	15
29	6	16	6
34	1	21	1
22	10	12	13
16	0	22	19
31	21	1	4
9	18	4	26
27	1	21	8
25	15	7	10
29	0	22	6
9	19	3	26
18	5	17	17
17	9	13	18
21	0	22	14
20	17	5	15
9	17	5	26
34	21	1	1
17	12	10	18
22	8	14	13
21	9	13	14
17	7	15	18
26	12	10	9
15	18	4	20
31	20	2	4
12	5	17	23
13	11	11	22
12	0	22	23
9	9	13	26
10	1	21	25
16	0	22	19
20	15	7	15
10	0	22	25
19	0	22	16
33	21	1	2
26	4	18	9
17	18	4	18
25	9	13	10
7	0	22	28
16	8	14	19
23	0	22	12
8	17	5	27
5	0	22	30
8	9	13	27
18	0	22	17
19	10	12	16
19	7	15	16
28	11	11	7
31	3	19	4
18	11	11	17
12	10	12	23
21	0	22	14
24	18	4	11
7	0	22	28
23	0	22	12
28	18	4	7
33	1	21	2
22	0	22	13
5	0	22	30
11	0	22	24
10	3	19	25
17	0	22	18
12	0	22	23
15	12	10	20
26	9	13	9
26	20	2	9
32	2	20	3
31	14	8	4
26	0	22	9
16	0	22	19
34	19	3	1
28	0	22	7
15	1	21	20
10	7	15	25
19	6	16	16
25	17	5	10
32	5	17	3
32	11	11	3
7	0	22	28
21	20	2	14
31	0	22	4
19	13	9	16
26	0	22	9
16	17	5	19
20	0	22	15
17	2	20	18
26	0	22	9
31	8	14	4
33	8	14	2
18	0	22	17
30	8	14	5
10	2	20	25
25	0	22	10
26	0	22	9
16	0	22	19
31	17	5	4
13	11	11	22
34	7	15	1
11	7	15	24
12	8	14	23
15	7	15	20
30	0	22	5
29	1	21	6
21	0	22	14
21	1	21	14
24	14	8	11
14	5	17	21
29	14	8	6
24	13	9	11
19	15	7	16
15	19	3	20
34	8	14	1
8	12	10	27
17	0	22	18
13	14	8	22
22	9	13	13
30	20	2	5
23	0	22	12
17	0	22	18
27	3	19	8
20	0	22	15
8	5	17	27
13	9	13	22
31	20	2	4
18	11	11	17
34	3	19	1
19	6	16	16
11	0	22	24
9	9	13	26
10	9	13	25
17	17	5	18
20	0	22	15
9	20	2	26
28	15	7	7
10	10	12	25
29	11	11	6
31	14	8	4
29	15	7	6
22	0	22	13
23	16	6	12
28	6	16	7
24	1	21	11
15	19	3	20
31	21	1	4
9	1	21	26
16	10	12	19
16	13	9	19
29	4	18	6
22	0	22	13
28	5	17	7
9	12	10	26
12	5	17	23
13	0	22	22
33	8	14	2
19	18	4	16
16	17	5	19
12	0	22	23
33	12	10	2
10	19	3	25
34	8	14	1
24	11	11	11
29	19	3	6
24	0	22	11
25	4	18	10
8	6	16	27
22	4	18	13
19	12	10	16
25	17	5	10
33	19	3	2
30	19	3	5
30	0	22	5
15	6	16	20
11	4	18	24
34	15	7	1
17	4	18	18
8	2	20	27
30	6	16	5
15	3	19	20
21	0	22	14
18	7	15	17
13	0	22	22
33	9	13	2
23	2	20	12
22	14	8	13
15	16	6	20
31	14	8	4
7	0	22	28
9	0	22	26
34	0	22	1
8	4	18	27
32	1	21	3
28	16	6	7
25	1	21	10
32	0	22	3
12	0	22	23
9	11	11	26
33	10	12	2
26	3	19	9
29	13	9	6
24	14	8	11
18	0	22	17
19	5	17	16
32	21	1	3
20	11	11	15
23	13	9	12
25	0	22	10
18	20	2	17
11	16	6	24
28	19	3	7
11	20	2	24
30	20	2	5
32	0	22	3
26	9	13	9
31	12	10	4
24	19	3	11
19	11	11	16
23	0	22	12
24	10	12	11
23	5	17	12
8	12	10	27
31	6	16	4
29	2	20	6
11	19	3	24
26	21	1	9
28	0	22	7
28	8	14	7
28	0	22	7
27	5	17	8
33	19	3	2
6	0	22	29
6	0	22	29
19	17	5	16
28	8	14	7
9	21	1	26
11	0	22	24
30	17	5	5
8	19	3	27
18	3	19	17
7	0	22	28
10	9	13	25
14	0	22	21
32	18	4	3
30	18	4	5
30	11	11	5
26	0	22	9
13	0	22	22
16	19	3	19
33	19	3	2
17	14	8	18
12	0	22	23
11	12	10	24
22	5	17	13
10	2	20	25
17	4	18	18
15	17	5	20
19	9	13	16
13	18	4	22
17	20	2	18
27	11	11	8
31	11	11	4
30	19	3	5
23	0	22	12
8	2	20	27
7	0	22	28
23	0	22	12
29	15	7	6
15	7	15	20
27	15	7	8
31	17	5	4
28	10	12	7
16	8	14	19
16	11	11	19
20	5	17	15
16	0	22	19
31	10	12	4
31	3	19	4
24	0	22	11
9	0	22	26
23	7	15	12
11	21	1	24
21	0	22	14
25	8	14	10
24	15	7	11
32	1	21	3
28	12	10	7
10	1	21	25
20	10	12	15
16	0	22	19
10	13	9	25
22	19	3	13
28	8	14	7
23	0	22	12
9	0	22	26
13	13	9	22
25	7	15	10
13	16	6	22
23	14	8	12
9	21	1	26
31	21	1	4
34	1	21	1
16	5	17	19
34	15	7	1
23	0	22	12
21	4	18	14
28	14	8	7
30	12	10	5
9	13	9	26
22	9	13	13
12	9	13	23
34	9	13	1
21	0	22	14
29	6	16	6
18	14	8	17
9	17	5	26
12	1	21	23
31	18	4	4
29	0	22	6
16	19	3	19
27	10	12	8
32	10	12	3
22	21	1	13
12	15	7	23
